ADM3_ES,ADM3_PCODE,ADM2_ES,ADM2_PCODE,ADM1_ES,SSP1_2030_population,SSP1_2050_population,SSP2_2030_population,SSP2_2050_population,SSP3_2030_population,SSP3_2050_population
Huaribamba,PE090709,Tayacaja,PE0907,Huancavelica,3925.746094,3571.872802734375,4091.613037109375,3997.04150390625,4462.53466796875,4918.400391
Huaricolca,PE120703,Tarma,PE1207,Junin,2700.1005859375,2402.4794921875,2799.0537109375,2624.738281,2971.59814453125,2946.320068359375
Huaripampa,PE120409,Jauja,PE1204,Junin,1336.03271484375,1390.194091796875,1403.554931640625,1592.646728515625,1549.7896728515625,2342.140380859375
Huarmaca,PE200304,Huancabamba,PE2003,Piura,33587.42969,30345.634765625,34782.74219,33761.11719,37487.34766,38423
Huarmey,PE021101,Huarmey,PE0211,Ancash,20570.525390625,19218.138671875,21350.50391,20944.14453,23147.82422,25155.58984
Huaro,PE081207,Quispicanchi,PE0812,Cusco,4427.744141,4346.373047,4540.9658203125,4668.64990234375,5156.62451171875,7522.0380859375
Huarochiri,PE150709,Huarochiri,PE1507,Lima,1235.28271484375,1160.0518798828125,1264.810547,1245.3846435546875,1348.9429931640625,1419.8223876953125
Huarocondo,PE080305,Anta,PE0803,Cusco,5496.570313,5442.73291015625,5675.9833984375,6058.58056640625,6226.25,8178.13916015625
Huaros,PE150404,Canta,PE1504,Lima,558.0675048828125,531.6196899414062,569.2990112304688,560.5552978515625,606.2769775390625,606.0677490234375
Huasahuasi,PE120704,Tarma,PE1207,Junin,12786.4912109375,11847.6455078125,13190.55078,12904.23047,14109.71875,14376.64453
Huasicancha,PE120120,Huancayo,PE1201,Junin,747.3023071289062,701.4662475585938,767.1215209960938,722.7285156,831.4122314453125,856.2359008789062
Huasmin,PE060304,Celendin,PE0603,Cajamarca,11979.615234375,11676.1005859375,12139.67578,12221.162109375,12956.951171875,13332.54688
Huaso,PE130504,Julcan,PE1305,La Libertad,5889.933594,5671.17626953125,6044.7744140625,5770.37060546875,6392.5322265625,6392.03271484375
Huasta,PE020509,Bolognesi,PE0205,Ancash,3082.074219,3214.345947265625,3164.26416015625,3360.6875,3403.18505859375,4044.227783203125
Huata,PE021203,Huaylas,PE0212,Ancash,1627.769775390625,1503.9912109375,1685.51904296875,1622.6136474609375,1817.896728515625,1988.128906
Huata,PE210108,Puno,PE2101,Puno,10121.43359,9912.244141,10561.572265625,11156.46094,11564.1025390625,14009.4169921875
Huatasani,PE210603,Huancane,PE2106,Puno,5184.683594,5181.1689453125,5336.73095703125,5616.12939453125,5860.054688,7517.3173828125
Huaura,PE150806,Huaura,PE1508,Lima,32760.400390625,29886.19922,34132.88281,33272.83594,36957.67578,40846.32813
Huay-Huay,PE120803,Yauli,PE1208,Junin,1275.582763671875,1180.4334716796875,1318.51806640625,1240.096435546875,1417.137451171875,1428.318603515625
Huaya,PE051010,Victor Fajardo,PE0510,Ayacucho,3432.50927734375,3213.49658203125,3567.9658203125,3873.648438,3871.204833984375,4868.367188
Huayacundo Arma,PE090604,Huaytara,PE0906,Huancavelica,390.73486328125,377.0593566894531,394.7497863769531,392.2124328613281,418.5086364746094,418.20562744140625
Huayan,PE021104,Huarmey,PE0211,Ancash,836.6630859,770.254150390625,852.1583251953125,824.9681396484375,882.7916259765625,894.9412231445312
Huayana,PE030206,Andahuaylas,PE0302,Apurimac,894.4849243164062,829.7003784179688,928.243896484375,899.0037841796875,997.6947021484375,1029.9375
Huaylas,PE021204,Huaylas,PE0212,Ancash,1628.6458740234375,1526.0712890625,1695.365478515625,1701.9375,1824.43603515625,2060.8193359375
Huaylillas,PE130805,Pataz,PE1308,La Libertad,4150.0244140625,4048.29248046875,4341.3525390625,4256.166016,4701.6826171875,4845.7099609375
Huayllabamba,PE021906,Sihuas,PE0219,Ancash,4579.30712890625,4387.13623046875,4728.941406,4714.4814453125,5072.54833984375,5193.113281
Huayllabamba,PE081303,Urubamba,PE0813,Cusco,7445.8642578125,7811.24267578125,7855.61083984375,9759.4794921875,8728.894531,13126.7490234375
Huayllacayan,PE020510,Bolognesi,PE0205,Ancash,1302.741455078125,1385.94775390625,1329.259521484375,1526.54345703125,1402.190673828125,1905.998047
Huayllahuara,PE090107,Huancavelica,PE0901,Huancavelica,607.1283569335938,558.795166015625,639.1187744140625,596.6917114257812,695.023193359375,699.5267944335938
Huayllan,PE021602,Pomabamba,PE0216,Ancash,3179.31982421875,3083.564208984375,3304.798828,3370.382568359375,3551.71826171875,4167.8955078125
Huayllapampa,PE021704,Recuay,PE0217,Ancash,1259.813232421875,1435.203369140625,1293.45458984375,1505.390625,1426.47900390625,1737.960693359375
Huayllati,PE030704,Grau,PE0307,Apurimac,1257.18505859375,1165.99658203125,1292.5594482421875,1243.621826171875,1359.2188720703125,1359.404297
Huayllay,PE190104,Pasco,PE1901,Pasco,12061.08984,11651.47266,12516.52344,12870.7373046875,13610.87109,15965.447265625
Huayllay Grande,PE090308,Angaraes,PE0903,Huancavelica,2604.60693359375,2576.572266,2701.4853515625,2994.035156,2914.613525390625,3999.8583984375
Huaynacotas,PE040804,La Union,PE0408,Arequipa,1473.578369140625,1435.2032470703125,1508.2845458984375,1505.390625,1597.4324951171875,1701.1434326171875
Huayo,PE130806,Pataz,PE1308,La Libertad,4714.224609,5407.914063,4933.92529296875,5579.11181640625,5586.3427734375,6062.56591796875
Huayopata,PE080903,La Convencion,PE0809,Cusco,3511.357177734375,3012.228759765625,3624.3583984375,3400.349609,3852.52099609375,3820.492431640625
Huayrapata,PE210903,Moho,PE2109,Puno,3893.8876953125,3685.800537109375,4032.35009765625,3988.72900390625,4218.5009765625,4461.2783203125
Huaytara,PE090601,Huaytara,PE0906,Huancavelica,1767.94384765625,1629.6776123046875,1828.73876953125,1772.447509765625,1957.088134765625,1962.639892578125
Huayucachi,PE120121,Huancayo,PE1201,Junin,8071.39013671875,8178.9599609375,8495.6240234375,9455.404297,9552.8330078125,14998.76172
Huepetuhe,PE170204,Manu,PE1702,Madre de Dios,14519.39063,15516.33203,15013.919921875,16173.25391,16081.75391,18739.95313
Huertas,PE120410,Jauja,PE1204,Junin,2080.707031,2134.97119140625,2167.095947265625,2406.1572265625,2377.465087890625,3706.26513671875
Huicungo,PE220603,Mariscal Caceres,PE2206,San Martin,4106.22021484375,4123.02490234375,4204.39892578125,4324.03173828125,4406.48486328125,4684.28076171875
Huimbayoc,PE220907,San Martin,PE2209,San Martin,3466.6767578125,3434.29736328125,3556.32861328125,3616.286376953125,3856.257813,3986.641845703125
Humay,PE110503,Pisco,PE1105,Ica,4847.3896484375,4278.4345703125,5044.92041015625,4730.34619140625,5530.292969,5751.03564453125
Iberia,PE170302,Tahuamanu,PE1703,Madre de Dios,9542.361328,11145.529296875,9748.884766,11460.6767578125,10669.958984375,14292.7490234375
Ica,PE110101,Ica,PE1101,Ica,131517.3125,116691.375,136705.1719,136007.7969,149472.9688,162401.6094
Ichocan,PE061005,San Marcos,PE0610,Cajamarca,1798.606689453125,1713.7515869140625,1886.02685546875,1892.3148193359375,2043.9661865234375,2124.0693359375
Ichu?a,PE180204,General Sanchez Cerro,PE1802,Moquegua,4215.73095703125,3982.901611328125,4305.5478515625,4284.3701171875,4597.990234,4854.20654296875
Ichupampa,PE040509,Caylloma,PE0405,Arequipa,763.9479370117188,733.737060546875,785.919189453125,772.0855712890625,808.9921264648438,909.1016845703125
Ignacio Escudero,PE200603,Sullana,PE2006,Piura,23935.57422,27975.423828125,24872.82031,29318.98047,27523.48047,34459.01172
Iguain,PE050404,Huanta,PE0504,Ayacucho,3286.20263671875,3222.838134765625,3449.80908203125,3707.068359,3823.56201171875,4785.2919921875
Ihuari,PE150606,Huaral,PE1506,Lima,1922.1351318359375,1818.207275390625,1969.273438,1922.281494140625,2083.201416015625,2093.8603515625
Ihuayllo,PE030407,Aymaraes,PE0304,Apurimac,674.5870361328125,654.7584228515625,690.140869140625,680.4224853515625,744.5343017578125,784.4895629882812
Ilabaya,PE230302,Jorge Basadre,PE2303,Tacna,2241.03076171875,2008.435547,2315.6865234375,2155.846435546875,2497.97314453125,2446.927734
Ilave,PE210501,El Collao,PE2105,Puno,64867.24219,66107.67969,67521.91406,71558.9375,74445.03125,105757.8828
Illimo,PE140303,Lambayeque,PE1403,Lambayeque,9046.474609,8757.2880859375,9345.0986328125,9189.228516,10176.85938,11913.6689453125
Ilo,PE180301,Ilo,PE1803,Moquegua,60910.82813,57927.01563,63814.30859,63437.05469,69673.27344,80386.10938
Imaza,PE010205,Bagua,PE0102,Amazonas,21276.650390625,20624.466796875,21822.23438,21917.18359,23959.62109,25525.64844
Imperial,PE150507,Ca?ete,PE1505,Lima,34583.53906,33159.99219,35974.15234,35608.48047,38925.03906,42973.22656
Inahuaya,PE160602,Ucayali,PE1606,Loreto,1896.728516,1796.976563,1940.6295166015625,1878.2127685546875,2132.71240234375,2167.49462890625
Inambari,PE170102,Tambopata,PE1701,Madre de Dios,8851.1083984375,9434.9755859375,9092.6728515625,10019.48438,9777.0341796875,11024.39063
I?apari,PE170301,Tahuamanu,PE1703,Madre de Dios,443.7962646484375,470.55029296875,455.9228210449219,493.0650329589844,477.1471862792969,642.4990844726562
Incahuasi,PE140203,Ferre?afe,PE1402,Lambayeque,12694.501953125,11331.3125,13117.1513671875,12918.33203,14294.685546875,15825.7314453125
Inchupalla,PE210604,Huancane,PE2106,Puno,2761.4267578125,2604.596923828125,2831.278076171875,2739.3173828125,3024.845703,3107.74951171875
Inclan,PE230105,Tacna,PE2301,Tacna,6395.435547,5669.4775390625,6645.40283203125,6358.248047,7200.59033203125,7516.37255859375
Independencia,PE020105,Huaraz,PE0201,Ancash,93104.40625,95195.59375,98444.88281,121397.2344,110688.9844,173647.8594
Independencia,PE051106,Vilcas Huaman,PE0511,Ayacucho,1281.71533203125,1157.5042724609375,1314.04248046875,1271.825927734375,1416.203125,1402.8297119140625
Independencia,PE110504,Pisco,PE1105,Ica,13990.23438,12765.666015625,14674.66797,14093.20703,16073.345703125,17733.619140625
Independencia,PE150112,Lima,PE1501,Lima,216685.25,208849.25,222282.625,218241.1094,238674.1563,248912.5938
Indiana,PE160104,Maynas,PE1601,Loreto,9940.960938,9687.197266,10164.13672,10024.7724609375,11224.998046875,11501.126953125
Ingenio,PE120122,Huancayo,PE1201,Junin,2772.8154296875,2788.880615234375,2934.217529296875,3188.8193359375,3227.56103515625,4269.851563
Inguilpata,PE010506,Luya,PE0105,Amazonas,655.3131103515625,655.607666015625,671.34326171875,697.1686401367188,717.4433594,850.5717163085938
Inkawasi,PE080911,La Convencion,PE0809,Cusco,5182.93115234375,4796.466797,5308.0869140625,5166.6279296875,5676.957031,5713.2744140625
Iparia,PE250103,Coronel Portillo,PE2501,Ucayali,6309.57958984375,6096.6416015625,6446.68505859375,6347.671875,6769.0029296875,6839.50341796875
Iquitos,PE160101,Maynas,PE1601,Loreto,171412.5625,161365.25,178901.3438,180168.2813,194624.25,214664.125
Iray,PE040605,Condesuyos,PE0406,Arequipa,498.4935302734375,487.45965576171875,528.123291015625,602.8613281,577.317626953125,709.9111938476562
Irazola,PE250302,Padre Abad,PE2503,Ucayali,9946.216797,8104.228516,10287.66406,9528.558594,11095.1494140625,10994.181640625
Islay,PE040704,Islay,PE0407,Arequipa,5841.74853515625,5292.41845703125,6051.935547,5906.98388671875,6545.73583984375,6703.56298828125
Ite,PE230303,Jorge Basadre,PE2303,Tacna,2011.495849609375,1597.40673828125,2086.534912109375,1814.7537841796875,2264.430419921875,2206.199951171875
Ituata,PE210307,Carabaya,PE2103,Puno,5537.74658203125,5288.17236328125,5693.8857421875,5732.47119140625,6128.162109,7051.90966796875
Izcuchaca,PE090108,Huancavelica,PE0901,Huancavelica,932.1566772460938,984.2607422,958.6781616210938,1082.330078,1084.572509765625,1402.829833984375
Jacas Chico,PE101105,Yarowilca,PE1011,Huanuco,2671.189453,3791.824219,2936.007813,4058.737548828125,3319.109619140625,5254.4755859375
Jacas Grande,PE100504,Huamalies,PE1005,Huanuco,7254.876953,8800.599609,7714.181641,9217.4326171875,8426.222656,10459.861328125
Jacobo Hunter,PE040107,Arequipa,PE0401,Arequipa,40950.9375,38705.48047,42692.05859,42611.89844,46629.14844,52987.50391
Jaen,PE060801,Jaen,PE0608,Cajamarca,115172.1563,118621.6797,121437.0469,129780.0078,132207.625,162008.8906
Jamalca,PE010705,Utcubamba,PE0107,Amazonas,7699.0537109375,8175.5634765625,7922.74560546875,8490.296875,8426.222656,9224.125
Jangas,PE020106,Huaraz,PE0201,Ancash,6469.027344,6394.722656,6602.4375,7393.865234,7114.646484,9625.337891
Janjaillo,PE120411,Jauja,PE1204,Junin,612.3848876953125,552.8504638671875,641.8041381835938,582.5897216796875,693.1549072265625,664.5976563
Jaqui,PE040310,Caraveli,PE0403,Arequipa,1587.4697265625,1523.523438,1636.287353515625,1629.66455078125,1761.846435546875,1980.57666015625
Jauja,PE120401,Jauja,PE1204,Junin,19966.900390625,25412.439453125,22622.478515625,29348.94922,26190.419921875,45716.57813
Jayanca,PE140304,Lambayeque,PE1403,Lambayeque,14066.45313,11129.19531,14586.9462890625,12977.3837890625,16076.1494140625,16386.486328125
Jazan,PE010307,Bongara,PE0103,Amazonas,9586.144531,10382.71875,9960.048828,11290.42969,10848.52734,14031.12891
Jeberos,PE160205,Alto Amazonas,PE1602,Loreto,1154.6827392578125,1115.0426025390625,1179.7738037109375,1164.2979736328125,1266.7359619140625,1283.8819580078125
Jenaro Herrera,PE160510,Requena,PE1605,Loreto,5289.81396484375,5107.285156,5402.0751953125,5317.3427734375,6085.18994140625,6107.8798828125
Jepelacio,PE220104,Moyobamba,PE2201,San Martin,45999.82813,52144.58984,48131.73047,54960.85938,53242.14063,63689.98438
Jequetepeque,PE130703,Pacasmayo,PE1307,La Libertad,2889.3349609375,2303.119141,3070.2763671875,2758.70751953125,3414.39501953125,3459.872802734375
Jesus,PE060106,Cajamarca,PE0601,Cajamarca,14273.21094,13602.1611328125,14923.5126953125,15370.32031,16417.12109,18840.02344
Jesus,PE101001,Lauricocha,PE1010,Huanuco,8284.279297,8937.3251953125,8620.046875,9364.6220703125,9387.484375,12642.46094
Jesus Maria,PE150113,Lima,PE1501,Lima,77103.54688,75169.83594,79154.05469,78557.94531,83970.76563,85937.95313
Jesus Nazareno,PE050115,Huamanga,PE0501,Ayacucho,18620.35547,18283.130859375,19373.17578,19882.08594,21166.447265625,27667.65625
Jilili,PE200203,Ayabaca,PE2002,Piura,2814.233154296875,2753.49951171875,2895.5654296875,2886.570313,3063.56103515625,3209.50146484375
Jircan,PE100505,Huamalies,PE1005,Huanuco,4078.185302734375,4047.443115234375,4176.650391,4203.283203,4603.5947265625,4764.52294921875
Jivia,PE101003,Lauricocha,PE1010,Huanuco,3959.037353515625,4783.72802734375,4293.0166015625,5048.5224609375,4828.72998046875,5733.0986328125
Jorge Chavez,PE060305,Celendin,PE0603,Cajamarca,671.9588623046875,681.9338989257812,687.4555053710938,714.796142578125,752.0076904296875,798.6500244140625
Jose Crespo y Castillo,PE100604,Leoncio Prado,PE1006,Huanuco,24877.369140625,26814.525390625,25636.361328125,27866.47266,27692.56641,31153.01563
Jose Domingo Choquehuanca,PE210207,Azangaro,PE2102,Puno,6113.33544921875,6201.09716796875,6359.8583984375,6982.2626953125,6867.09130859375,8768.1572265625
Jose Galvez,PE060306,Celendin,PE0603,Cajamarca,3499.9677734375,3804.562744140625,3618.98779296875,4035.82177734375,3860.928955078125,4643.6875
Jose Leonardo Ortiz,PE140105,Chiclayo,PE1401,Lambayeque,154055.5313,140603.2188,160500.2656,156747.4688,171823.9375,185631.3906
Jose Luis Bustamante y Rivero,PE040129,Arequipa,PE0401,Arequipa,71314.35938,65594.73438,73636.50781,72435.91406,79601.64063,87955.35156
Jose Manuel Quiroz,PE061006,San Marcos,PE0610,Cajamarca,3279.194091796875,3068.27783203125,3439.962646484375,3372.145263671875,3778.7216796875,4037.61962890625
Jose Maria Arguedas,PE030220,Andahuaylas,PE0302,Apurimac,7192.6748046875,7040.1396484375,7452.804688,7582.4794921875,8093.6572265625,9536.599609
Jose Maria Quimper,PE040202,Camana,PE0402,Arequipa,3782.94384765625,3752.759521484375,3971.666259765625,4071.9580078125,4296.251953,4505.859375
Jose Sabogal,PE061007,San Marcos,PE0610,Cajamarca,12601.63672,12721.505859375,13101.9345703125,13752.9951171875,14112.521484375,16070.236328125
Juan Espinoza Medrano,PE030304,Antabamba,PE0303,Apurimac,1397.35888671875,1340.08935546875,1426.828125,1403.15087890625,1518.9620361328125,1564.259033203125
Juan Guerra,PE220908,San Martin,PE2209,San Martin,5709.45947265625,7486.835938,5844.2666015625,7887.435547,6137.50341796875,8491.556641
Juanjui,PE220601,Mariscal Caceres,PE2206,San Martin,29286.71484,29677.28906,30376.04297,31931.37891,32397.982421875,36678.42578
Julcamarca,PE090309,Angaraes,PE0903,Huancavelica,2212.995849609375,2234.331298828125,2306.7353515625,2474.02294921875,2538.142578,2976.529052734375
Julcan,PE120412,Jauja,PE1204,Junin,681.5957641601562,607.201416015625,701.7774658203125,655.743896484375,751.073486328125,772.2172241210938
Julcan,PE130501,Julcan,PE1305,La Libertad,11212.162109375,10251.0888671875,11810.2705078125,11621.826171875,12723.4091796875,15318.787109375
Juli,PE210401,Chucuito,PE2104,Puno,22987.64844,23048.177734375,23859.53906,25062.8125,26294.111328125,38611.80469
Juliaca,PE211101,San Roman,PE2111,Puno,254284.2656,253056.0625,263782.4063,270729.6875,287086.625,373262.1875
Jumbilla,PE010301,Bongara,PE0103,Amazonas,1942.2850341796875,1920.9644775390625,2006.86865234375,2011.300537109375,2203.70947265625,2309.099365234375
Junin,PE120501,Junin,PE1205,Junin,9808.671875,9560.662109,10138.177734375,10407.2900390625,11131.5810546875,14169.9033203125
Justo Apu Sahuaraura,PE030408,Aymaraes,PE0304,Apurimac,1164.3197021484375,1139.67041015625,1211.998291015625,1199.552978515625,1310.641845703125,1376.3968505859375
Kaquiabamba,PE030219,Andahuaylas,PE0302,Apurimac,2090.34375,1936.2506103515625,2156.3544921875,2126.7607421875,2256.02294921875,2310.04345703125
Kelluyo,PE210404,Chucuito,PE2104,Puno,29291.00391,30568.033203125,30796.73828,34770.01953,34634.10156,48115.21094
Kimbiri,PE080907,La Convencion,PE0809,Cusco,13379.60156,11690.537109375,13867.26563,13347.5625,15052.29688,16091.00391
Kishuara,PE030207,Andahuaylas,PE0302,Apurimac,8297.4208984375,7940.326172,8659.4326171875,8654.2333984375,9175.427734,9965.189453
Kos?ipata,PE081106,Paucartambo,PE0811,Cusco,2162.182861328125,2050.0478515625,2205.58642578125,2168.185547,2330.7568359375,2360.0771484375
Kunturkanki,PE080503,Canas,PE0805,Cusco,5431.73974609375,5223.630859,5581.99560546875,5527.1103515625,5940.3935546875,6503.42822265625
La Arena,PE200109,Piura,PE2001,Piura,44539.39063,44107.44922,46315.52344,47827.87891,50367.69531,60435.90234
La Banda de Shilcayo,PE220909,San Martin,PE2209,San Martin,48805.93359,50435.08594,50826.05469,54623.29297,55223.51563,68621.59375
La Brea,PE200703,Talara,PE2007,Piura,16343.404296875,18284.83203,16923.21875,19585.943359375,18214.466796875,23729.15625
La Capilla,PE180205,General Sanchez Cerro,PE1802,Moquegua,1553.3023681640625,1447.0926513671875,1600.482177734375,1552.98486328125,1708.598876953125,1754.00927734375
La Coipa,PE060904,San Ignacio,PE0609,Cajamarca,25060.470703125,24887.615234375,26000.677734375,29125.07813,27847.63672,34131.43359
La Cruz,PE240103,Tumbes,PE2401,Tumbes,9194.533203,8809.0908203125,9677.189453,9919.890625,10355.2861328125,12011.84766
La Cuesta,PE130606,Otuzco,PE1306,La Libertad,515.1392211914062,464.5303039550781,529.91357421875,507.6726989746094,578.2518310546875,565.4744262695312
